StartTime,Dur,TotPkts,TotBytes,SrcBytes,Proto_tcp,Proto_udp,Dir_one,sTosone,Proto_others,Dir_others,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,prediction,Label
2011-08-12 15:24:02.471321,0.298184,2,134,74,0,1,1,0,0,0,udp,147.32.84.111,48922,<->,155.230.7.134,43485,CON,0.0,0,0.0,0
2011-08-12 15:24:02.477861,379.773651,19,1745,905,1,0,0,0,0,1,tcp,147.32.84.59,49171,<?>,213.248.117.222,443,PA_FPA,0.0,0,0.0,0
2011-08-12 15:24:02.600123,3570.169922,368,54274,34954,1,0,0,0,0,1,tcp,147.32.85.42,35903,<?>,88.86.102.50,5222,PA_PA,0.0,0,0.0,0
2011-08-12 15:24:02.601887,3599.703613,1094,141350,64972,0,1,1,0,0,0,udp,147.32.85.115,1194,<->,85.160.46.27,45121,CON,0.0,0,0.0,0
2011-08-12 15:24:02.620670,590.472656,862,877426,51621,1,0,0,0,0,1,tcp,147.32.84.59,49903,<?>,89.233.174.37,443,RPA_PA,0.0,0.0,0.0,0
2011-08-12 15:24:02.685250,0.000276,1,143,143,0,1,0,0,0,1,udp,111.126.243.77,11935,->,147.32.85.124,58895,INT,0.0,,0.0,0
2011-08-12 15:24:02.685526,0.0,1,70,70,0,0,0,0,1,1,icmp,147.32.85.124,0x0303,->,111.126.243.77,0x0fe6,URP,0.0,,0.0,0
2011-08-12 15:24:02.701587,1885.989868,2472,286644,148358,1,0,0,0,0,1,tcp,151.52.251.168,49281,<?>,147.32.86.165,12114,PA_RPA,0.0,0.0,0.0,0
2011-08-12 15:24:02.702276,1885.988892,2691,298741,148612,1,0,0,0,0,1,tcp,147.32.86.165,12114,<?>,79.1.156.249,60122,RPA_PA,0.0,0.0,0.0,0
2011-08-12 15:24:02.768655,0.199589,2,132,72,0,1,1,0,0,0,udp,147.32.84.59,60276,<->,117.204.128.132,54014,CON,0.0,0.0,0.0,0
2011-08-12 15:24:02.813468,93.277283,8,855,795,1,0,0,0,0,1,tcp,147.32.84.229,13363,<?>,188.135.33.181,55569,FPA_RA,0.0,0.0,0.0,0
2011-08-12 15:24:02.813482,0.021289,4,240,120,1,0,0,0,0,1,tcp,147.32.84.229,13363,<?>,88.132.111.37,1046,FA_FA,0.0,0.0,0.0,0
2011-08-12 15:24:02.830234,3051.998535,12,1392,1020,0,1,1,0,0,0,udp,147.32.84.111,48922,<->,86.126.166.13,25240,CON,0.0,0.0,0.0,0
2011-08-12 15:24:02.899031,3595.343506,121,23716,23716,0,1,0,0,0,1,udp,192.168.88.26,631,->,192.168.95.255,631,INT,0.0,,0.0,0
2011-08-12 15:24:02.945279,3598.790283,3788,469986,290540,1,0,0,0,0,1,tcp,147.32.85.74,1423,<?>,147.32.203.229,1031,PA_PA,0.0,0,0.0,0
2011-08-12 15:24:02.977920,3590.106445,2402,588570,263921,1,0,0,0,0,1,tcp,90.177.96.51,11954,<?>,147.32.86.190,3306,PA_PA,0.0,0,0.0,0
2011-08-12 15:24:03.030244,3599.876709,200,18588,9296,1,0,0,0,0,1,tcp,147.32.86.111,2549,<?>,147.156.10.150,23600,PA_PA,0.0,0,0.0,0
2011-08-12 15:24:03.046239,3111.456543,12,1470,1098,0,1,1,0,0,0,udp,85.179.250.179,53436,<->,147.32.84.229,13363,CON,0.0,0,0.0,0
2011-08-12 15:24:03.079524,3595.272949,204,12366,6306,1,0,0,0,0,1,tcp,147.32.84.111,80,<?>,86.177.181.57,58785,PA_A,0.0,0,0.0,0
2011-08-12 15:24:03.095189,0.213136,4,240,120,1,0,0,0,0,1,tcp,144.160.98.31,24184,<?>,147.32.84.2,80,FA_FA,0.0,0,0.0,0
2011-08-12 15:24:03.095600,0.212896,3,180,120,1,0,0,0,0,1,tcp,144.160.98.31,24185,<?>,147.32.84.2,80,FA_FA,0.0,0,0.0,0
2011-08-12 15:24:03.095608,0.212975,3,180,120,1,0,0,0,0,1,tcp,144.160.98.31,24183,<?>,147.32.84.2,80,FA_FA,0.0,0,0.0,0
2011-08-12 15:24:03.095614,0.212721,3,180,120,1,0,0,0,0,1,tcp,144.160.98.31,24186,<?>,147.32.84.2,80,FA_FA,0.0,0,0.0,0
2011-08-12 15:24:03.104544,0.000318,2,244,182,0,1,1,0,0,0,udp,217.8.58.220,41745,<->,147.32.84.229,13363,CON,0.0,0,0.0,0
2011-08-12 15:24:03.126714,0.006383,6,422,211,1,0,0,0,0,1,tcp,147.32.192.127,443,<?>,147.32.86.15,3370,FPA_RPA,0.0,0.0,0.0,0
2011-08-12 15:24:03.137402,3595.219727,204,12364,6304,1,0,0,0,0,1,tcp,86.177.181.57,58786,<?>,147.32.84.111,80,PA_A,0.0,0.0,0.0,0
2011-08-12 15:24:03.185042,0.0,1,62,62,1,0,0,0,0,1,tcp,222.122.186.14,1723,->,147.32.85.2,59690,SA_,0.0,,0.0,0
2011-08-12 15:24:03.226121,190.180252,34,2193,1105,0,1,1,0,0,0,udp,153.110.137.13,23481,<->,147.32.86.44,10966,CON,0.0,0.0,0.0,0
2011-08-12 15:24:03.248485,0.000383,2,214,81,0,1,1,0,0,0,udp,147.32.84.138,57340,<->,147.32.80.9,53,CON,0.0,0.0,0.0,0
2011-08-12 15:24:03.251544,0.000396,2,400,74,0,1,1,0,0,0,udp,147.32.84.170,43074,<->,147.32.80.9,53,CON,0.0,0.0,2.0,2
2011-08-12 15:24:03.252392,0.000486,2,400,74,0,1,1,0,0,0,udp,147.32.84.170,51423,<->,147.32.80.9,53,CON,0.0,0.0,2.0,2
2011-08-12 15:24:03.253612,0.017916,6,412,272,1,0,0,0,0,1,tcp,147.32.84.170,55222,->,209.85.148.103,80,FSA_FSA,0.0,0.0,2.0,2
2011-08-12 15:24:03.256448,0.000232,2,214,81,0,1,1,0,0,0,udp,147.32.84.138,39724,<->,147.32.80.9,53,CON,0.0,0.0,0.0,0
2011-08-12 15:24:03.264272,0.000266,2,214,81,0,1,1,0,0,0,udp,147.32.84.138,58378,<->,147.32.80.9,53,CON,0.0,0.0,0.0,0
2011-08-12 15:24:03.270268,0.000264,2,214,81,0,1,1,0,0,0,udp,147.32.84.138,41116,<->,147.32.80.9,53,CON,0.0,0.0,0.0,0
2011-08-12 15:24:03.274906,0.000252,2,214,81,0,1,1,0,0,0,udp,147.32.84.138,41879,<->,147.32.80.9,53,CON,0.0,0.0,0.0,0
2011-08-12 15:24:03.279545,0.000247,2,214,81,0,1,1,0,0,0,udp,147.32.84.138,55908,<->,147.32.80.9,53,CON,0.0,0.0,0.0,0
2011-08-12 15:24:03.299623,3586.215576,357,118376,118376,0,1,0,0,0,1,udp,0.0.0.0,68,->,255.255.255.255,67,INT,0.0,,0.0,0
2011-08-12 15:24:03.376343,3582.874268,308,36114,25876,1,0,0,0,0,1,tcp,205.188.11.62,443,<?>,147.32.84.189,43288,PA_PA,0.0,0.0,0.0,0
2011-08-12 15:24:03.377449,99.579987,243,88971,58175,1,0,0,0,0,1,tcp,194.108.204.27,52850,<?>,147.32.84.138,8080,FPA_FPA,0.0,0.0,0.0,0
2011-08-12 15:24:03.390689,3456.029541,6,663,477,0,1,1,0,0,0,udp,89.215.64.75,49108,<->,147.32.84.229,13363,CON,0.0,0.0,0.0,0
2011-08-12 15:24:03.407164,604.780579,4,498,374,0,1,1,0,0,0,udp,91.67.68.226,47580,<->,147.32.84.229,13363,CON,0.0,0.0,0.0,0
2011-08-12 15:24:03.412099,53.085865,11,967,544,1,0,0,0,0,1,tcp,147.32.80.13,80,<?>,147.32.84.13,37797,FPA_FPA,0.0,0.0,0.0,0
2011-08-12 15:24:03.440104,3489.769287,24,2160,1080,0,1,1,0,0,0,udp,147.32.84.166,57810,<->,84.42.234.250,123,CON,0.0,0.0,0.0,0
